r u1 u2 u3 u4 u5 v1 v2 v3 v4 v5
123.5 0.0076652 0.010099 0.011982 0.013166 0.013585 2.9433e-07 2.5379e-07 2.0832e-07 1.6342e-07 1.2279e-07
124 0.00762 0.010049 0.011927 0.013109 0.013527 2.7179e-07 2.3463e-07 1.9275e-07 1.5128e-07 1.1369e-07
124.5 0.0075766 0.0099998 0.011875 0.013054 0.013471 2.5108e-07 2.1701e-07 1.7843e-07 1.4011e-07 1.0531e-07
125 0.0075349 0.0099529 0.011824 0.013001 0.013417 2.3206e-07 2.0081e-07 1.6525e-07 1.2982e-07 9.7598e-08
125.5 0.0074949 0.0099081 0.011776 0.01295 0.013365 2.1459e-07 1.8592e-07 1.5312e-07 1.2036e-07 9.0499e-08
126 0.0074566 0.0098651 0.011729 0.012902 0.013316 1.9856e-07 1.7224e-07 1.4198e-07 1.1166e-07 8.3969e-08
126.5 0.0074201 0.009824 0.011685 0.012855 0.013269 1.8385e-07 1.5968e-07 1.3174e-07 1.0366e-07 7.7967e-08
127 0.0073852 0.0097849 0.011643 0.012811 0.013224 1.7036e-07 1.4815e-07 1.2234e-07 9.6308e-08 7.2453e-08
127.5 0.007352 0.0097476 0.011603 0.012769 0.013181 1.5801e-07 1.3759e-07 1.1371e-07 8.9566e-08 6.7392e-08
128 0.0073205 0.0097123 0.011564 0.012729 0.013141 1.4671e-07 1.2791e-07 1.0581e-07 8.3384e-08 6.2752e-08
128.5 0.0072907 0.0096788 0.011528 0.012691 0.013102 1.3637e-07 1.1905e-07 9.8574e-08 7.7723e-08 5.8503e-08
129 0.0072625 0.0096471 0.011494 0.012655 0.013066 1.2694e-07 1.1096e-07 9.1961e-08 7.2548e-08 5.4617e-08
129.5 0.007236 0.0096173 0.011462 0.012622 0.013032 1.1834e-07 1.0359e-07 8.5927e-08 6.7824e-08 5.1071e-08
130 0.0072111 0.0095894 0.011432 0.01259 0.013 1.1053e-07 9.6874e-08 8.0432e-08 6.3522e-08 4.784e-08
130.5 0.0071878 0.0095633 0.011404 0.012561 0.01297 1.0344e-07 9.078e-08 7.5442e-08 5.9613e-08 4.4904e-08
131 0.0071661 0.009539 0.011377 0.012533 0.012942 9.7026e-08 8.5265e-08 7.0924e-08 5.6073e-08 4.2246e-08
131.5 0.0071461 0.0095165 0.011353 0.012508 0.012916 9.1248e-08 8.0293e-08 6.6849e-08 5.288e-08 3.9847e-08
132 0.0071277 0.0094958 0.011331 0.012485 0.012893 8.6067e-08 7.5831e-08 6.3191e-08 5.0012e-08 3.7693e-08
132.5 0.0071108 0.0094769 0.01131 0.012463 0.012871 8.1446e-08 7.185e-08 5.9926e-08 4.7452e-08 3.5769e-08
133 0.0070956 0.0094598 0.011292 0.012444 0.012851 7.7355e-08 6.8323e-08 5.7032e-08 4.5183e-08 3.4064e-08
133.5 0.0070819 0.0094445 0.011276 0.012427 0.012834 7.3767e-08 6.5228e-08 5.4491e-08 4.319e-08 3.2567e-08
134 0.0070698 0.009431 0.011261 0.012412 0.012818 7.0656e-08 6.2544e-08 5.2288e-08 4.1461e-08 3.1268e-08
134.5 0.0070593 0.0094192 0.011248 0.012398 0.012805 6.8002e-08 6.0253e-08 5.0406e-08 3.9985e-08 3.0159e-08
135 0.0070503 0.0094091 0.011237 0.012387 0.012793 6.5786e-08 5.834e-08 4.8835e-08 3.8752e-08 2.9233e-08
135.5 0.0070429 0.0094009 0.011229 0.012378 0.012784 6.3994e-08 5.6792e-08 4.7564e-08 3.7754e-08 2.8483e-08
136 0.0070371 0.0093943 0.011222 0.01237 0.012777 6.2614e-08 5.56e-08 4.6584e-08 3.6985e-08 2.7905e-08
136.5 0.0070328 0.0093895 0.011216 0.012365 0.012771 6.1635e-08 5.4754e-08 4.5889e-08 3.644e-08 2.7495e-08
137 0.00703 0.0093864 0.011213 0.012362 0.012768 6.105e-08 5.4249e-08 4.5474e-08 3.6114e-08 2.725e-08
137.5 0.0070287 0.0093851 0.011212 0.01236 0.012766 6.0855e-08 5.408e-08 4.5335e-08 3.6005e-08 2.7168e-08
