r u1 u2 u3 u4 u5 v1 v2 v3 v4 v5
23 0.041894 0.0572 0.077082 0.096479 0.11541 70 70 67.491 65.037 62.634
23.5 0.049284 0.067556 0.087099 0.10616 0.12477 70 68.745 66.278 63.864 61.5
24 0.057991 0.077695 0.096906 0.11564 0.13393 70 67.517 65.09 62.715 60.39
24.5 0.068253 0.087625 0.10651 0.12493 0.1429 68.757 66.313 63.926 61.59 59.304
25 0.078307 0.097354 0.11592 0.13403 0.15169 67.538 65.135 62.786 60.488 58.239
25.5 0.088162 0.10689 0.12514 0.14294 0.1603 66.344 63.979 61.668 59.408 57.195
26 0.095637 0.11406 0.13201 0.14951 0.16659 65.175 62.848 60.574 58.351 56.174
26.5 0.10078 0.11891 0.13657 0.15379 0.17058 64.03 61.74 59.503 57.315 55.174
27 0.10365 0.12149 0.13887 0.15582 0.17235 62.909 60.656 58.454 56.301 54.194
27.5 0.10427 0.12184 0.13896 0.15564 0.17192 61.81 59.593 57.426 55.308 53.235
28 0.10271 0.12002 0.13688 0.15331 0.16934 60.733 58.551 56.419 54.334 52.294
28.5 0.10118 0.11823 0.13484 0.15103 0.16682 59.675 57.528 55.43 53.378 51.371
29 0.099691 0.11649 0.13285 0.1488 0.16436 58.636 56.522 54.458 52.439 50.464
29.5 0.09823 0.11478 0.1309 0.14662 0.16195 57.615 55.535 53.503 51.517 49.573
30 0.096802 0.11311 0.129 0.14449 0.1596 56.612 54.564 52.564 50.61 48.697
30.5 0.095404 0.11148 0.12714 0.1424 0.15729 55.625 53.61 51.642 49.718 47.836
31 0.094037 0.10988 0.12532 0.14036 0.15504 54.655 52.672 50.735 48.841 46.989
31.5 0.092698 0.10831 0.12353 0.13837 0.15283 53.701 51.748 49.842 47.979 46.156
32 0.091387 0.10678 0.12178 0.13641 0.15067 52.762 50.84 48.964 47.13 45.337
32.5 0.090104 0.10528 0.12007 0.13449 0.14855 51.838 49.946 48.1 46.295 44.53
33 0.088847 0.10381 0.1184 0.13262 0.14648 50.928 49.066 47.249 45.473 43.736
33.5 0.087615 0.10238 0.11676 0.13078 0.14445 50.032 48.2 46.411 44.664 42.954
34 0.086408 0.10097 0.11515 0.12898 0.14246 49.15 47.347 45.586 43.866 42.185
34.5 0.085226 0.099584 0.11357 0.12721 0.14051 48.281 46.506 44.774 43.081 41.426
35 0.084067 0.098229 0.11203 0.12548 0.1386 47.425 45.678 43.973 42.308 40.679
35.5 0.08293 0.096902 0.11052 0.12379 0.13673 46.582 44.862 43.184 41.545 39.943
36 0.081816 0.0956 0.10903 0.12212 0.13489 45.75 44.058 42.407 40.794 39.217
36.5 0.080723 0.094323 0.10757 0.12049 0.13309 44.93 43.265 41.64 40.053 38.502
37 0.079652 0.09307 0.10615 0.11889 0.13132 44.122 42.483 40.884 39.323 37.797
37.5 0.0786 0.091842 0.10474 0.11732 0.12959 43.325 41.712 40.139 38.603 37.101
38 0.077569 0.090637 0.10337 0.11578 0.12789 42.539 40.952 39.404 37.892 36.415
38.5 0.076556 0.089454 0.10202 0.11427 0.12622 41.766 40.204 38.681 37.194 35.741
39 0.075563 0.088293 0.1007 0.11279 0.12458 41.006 39.47 37.971 36.508 35.079
39.5 0.074588 0.087154 0.099398 0.11133 0.12297 40.259 38.747 37.273 35.834 34.428
40 0.073631 0.086035 0.098122 0.1099 0.1214 39.525 38.037 36.587 35.171 33.788
40.5 0.072691 0.084937 0.09687 0.1085 0.11985 38.802 37.339 35.912 34.519 33.159
41 0.071768 0.083859 0.09564 0.10712 0.11833 38.092 36.652 35.249 33.879 32.54
41.5 0.070862 0.0828 0.094433 0.10577 0.11683 37.394 35.977 34.596 33.249 31.932
42 0.069972 0.08176 0.093247 0.10444 0.11536 36.707 35.313 33.955 32.629 31.335
42.5 0.069098 0.080739 0.092082 0.10314 0.11392 36.031 34.66 33.324 32.02 30.747
43 0.068239 0.079736 0.090937 0.10186 0.11251 35.366 34.018 32.703 31.421 30.169
43.5 0.067396 0.07875 0.089813 0.1006 0.11112 34.712 33.386 32.093 30.832 29.601
44 0.066567 0.077781 0.088709 0.099361 0.10975 34.069 32.764 31.493 30.252 29.042
44.5 0.065752 0.076829 0.087623 0.098145 0.10841 33.436 32.153 30.902 29.682 28.492
45 0.064952 0.075894 0.086556 0.09695 0.10709 32.813 31.551 30.321 29.122 27.951
45.5 0.064165 0.074975 0.085508 0.095776 0.10579 32.2 30.959 29.749 28.57 27.419
46 0.063391 0.074071 0.084477 0.094621 0.10451 31.597 30.376 29.187 28.028 26.896
46.5 0.062631 0.073183 0.083464 0.093487 0.10326 31.003 29.803 28.634 27.494 26.382
47 0.061884 0.07231 0.082468 0.092371 0.10203 30.419 29.239 28.09 26.969 25.875
47.5 0.061149 0.071451 0.081489 0.091275 0.10082 29.844 28.684 27.554 26.452 25.378
48 0.060427 0.070607 0.080526 0.090196 0.099627 29.279 28.138 27.027 25.944 24.888
48.5 0.059716 0.069777 0.07958 0.089136 0.098455 28.722 27.601 26.509 25.444 24.406
49 0.059018 0.06896 0.078649 0.088093 0.097304 28.174 27.072 25.998 24.952 23.932
49.5 0.05833 0.068157 0.077733 0.087067 0.096171 27.635 26.551 25.496 24.468 23.465
50 0.057655 0.067368 0.076832 0.086059 0.095057 27.104 26.039 25.002 23.992 23.006
50.5 0.05699 0.066591 0.075947 0.085066 0.093961 26.581 25.535 24.516 23.523 22.555
51 0.056336 0.065827 0.075075 0.08409 0.092883 26.067 25.039 24.037 23.062 22.111
51.5 0.055693 0.065075 0.074218 0.08313 0.091822 25.561 24.55 23.567 22.608 21.674
52 0.05506 0.064336 0.073375 0.082186 0.090779 25.063 24.07 23.103 22.162 21.244
52.5 0.054437 0.063608 0.072545 0.081256 0.089752 24.572 23.597 22.647 21.722 20.821
53 0.053825 0.062893 0.071728 0.080342 0.088742 24.089 23.131 22.198 21.29 20.405
53.5 0.053222 0.062188 0.070925 0.079442 0.087748 23.614 22.673 21.757 20.865 19.996
54 0.052629 0.061495 0.070135 0.078557 0.08677 23.146 22.222 21.322 20.446 19.593
54.5 0.052045 0.060813 0.069357 0.077685 0.085808 22.686 21.778 20.895 20.035 19.197
55 0.05147 0.060142 0.068591 0.076828 0.084861 22.233 21.341 20.474 19.63 18.807
55.5 0.050905 0.059481 0.067838 0.075984 0.083928 21.787 20.912 20.06 19.231 18.423
56 0.050348 0.058831 0.067096 0.075153 0.083011 21.348 20.489 19.653 18.839 18.046
56.5 0.049801 0.058191 0.066366 0.074336 0.082108 20.916 20.072 19.252 18.453 17.675
57 0.049261 0.057561 0.065648 0.073531 0.081219 20.49 19.662 18.857 18.073 17.31
57.5 0.048731 0.056941 0.06494 0.072739 0.080344 20.072 19.259 18.469 17.7 16.951
58 0.048208 0.05633 0.064244 0.071959 0.079482 19.66 18.863 18.087 17.333 16.598
58.5 0.047694 0.055729 0.063559 0.071191 0.078634 19.254 18.472 17.711 16.971 16.25
59 0.047187 0.055137 0.062884 0.070435 0.0778 18.855 18.088 17.342 16.616 15.909
59.5 0.046689 0.054555 0.062219 0.069691 0.076978 18.463 17.71 16.978 16.266 15.573
60 0.046198 0.053981 0.061565 0.068958 0.076168 18.076 17.338 16.62 15.922 15.242
60.5 0.045715 0.053417 0.060921 0.068237 0.075371 17.696 16.972 16.268 15.584 14.917
61 0.045239 0.052861 0.060287 0.067527 0.074587 17.322 16.612 15.922 15.251 14.597
61.5 0.04477 0.052313 0.059663 0.066827 0.073814 16.954 16.258 15.582 14.924 14.283
62 0.044309 0.051774 0.059048 0.066138 0.073054 16.592 15.91 15.247 14.602 13.974
62.5 0.043855 0.051243 0.058442 0.06546 0.072305 16.236 15.567 14.917 14.285 13.67
63 0.043407 0.05072 0.057846 0.064792 0.071567 15.885 15.23 14.593 13.974 13.372
63.5 0.042967 0.050205 0.057259 0.064135 0.070841 15.54 14.899 14.275 13.668 13.078
64 0.042533 0.049698 0.056681 0.063487 0.070125 15.201 14.573 13.962 13.367 12.789
64.5 0.042105 0.049199 0.056111 0.062849 0.069421 14.868 14.252 13.654 13.072 12.505
65 0.041684 0.048707 0.05555 0.062221 0.068727 14.54 13.937 13.351 12.781 12.226
65.5 0.04127 0.048223 0.054998 0.061602 0.068043 14.217 13.627 13.053 12.495 11.952
66 0.040862 0.047746 0.054454 0.060993 0.06737 13.9 13.322 12.76 12.214 11.683
66.5 0.04046 0.047276 0.053918 0.060393 0.066708 13.588 13.022 12.472 11.938 11.418
67 0.040064 0.046814 0.053391 0.059802 0.066055 13.281 12.727 12.19 11.667 11.158
67.5 0.039674 0.046358 0.052871 0.05922 0.065412 12.979 12.438 11.912 11.4 10.902
68 0.03929 0.045909 0.052359 0.058646 0.064778 12.683 12.153 11.638 11.138 10.651
68.5 0.038911 0.045467 0.051855 0.058082 0.064155 12.391 11.873 11.37 10.881 10.405
69 0.038539 0.045031 0.051358 0.057525 0.06354 12.105 11.598 11.106 10.628 10.162
69.5 0.038172 0.044603 0.050869 0.056978 0.062935 11.823 11.328 10.847 10.379 9.9243
70 0.03781 0.04418 0.050387 0.056438 0.062339 11.546 11.063 10.592 10.135 9.6906
70.5 0.037454 0.043764 0.049913 0.055906 0.061752 11.274 10.802 10.342 9.8956 9.4611
71 0.037103 0.043354 0.049445 0.055383 0.061173 11.007 10.546 10.097 9.6602 9.2357
71.5 0.036758 0.04295 0.048985 0.054867 0.060604 10.745 10.294 9.8554 9.4291 9.0145
72 0.036417 0.042553 0.048531 0.054359 0.060043 10.487 10.047 9.6185 9.2022 8.7973
72.5 0.036082 0.042161 0.048084 0.053859 0.05949 10.234 9.8038 9.3858 8.9795 8.5842
73 0.035752 0.041775 0.047644 0.053366 0.058946 9.9849 9.5654 9.1575 8.7608 8.375
73.5 0.035427 0.041395 0.047211 0.05288 0.058409 9.7406 9.3313 8.9333 8.5462 8.1697
74 0.035106 0.041021 0.046784 0.052402 0.057881 9.5008 9.1015 8.7132 8.3356 7.9683
74.5 0.034791 0.040652 0.046364 0.051931 0.057361 9.2653 8.8759 8.4972 8.1289 7.7706
75 0.03448 0.040289 0.045949 0.051467 0.056849 9.0342 8.6545 8.2853 7.9262 7.5768
75.5 0.034174 0.039931 0.045541 0.05101 0.056344 8.8073 8.4373 8.0774 7.7273 7.3866
76 0.033872 0.039579 0.04514 0.05056 0.055847 8.5846 8.2241 7.8734 7.5322 7.2002
76.5 0.033575 0.039232 0.044744 0.050117 0.055357 8.3661 8.015 7.6733 7.3408 7.0173
77 0.033283 0.03889 0.044354 0.04968 0.054875 8.1517 7.8098 7.477 7.1532 6.838
77.5 0.032994 0.038553 0.04397 0.04925 0.0544 7.9414 7.6086 7.2845 6.9692 6.6623
78 0.032711 0.038222 0.043592 0.048827 0.053932 7.7352 7.4112 7.0958 6.7889 6.49
78.5 0.032431 0.037895 0.043219 0.048409 0.053471 7.5329 7.2177 6.9108 6.6121 6.3212
79 0.032156 0.037573 0.042852 0.047998 0.053017 7.3345 7.028 6.7295 6.4388 6.1558
79.5 0.031885 0.037257 0.042491 0.047594 0.05257 7.14 6.842 6.5518 6.2691 5.9938
80 0.031618 0.036945 0.042135 0.047195 0.05213 6.9494 6.6598 6.3776 6.1027 5.835
80.5 0.031355 0.036637 0.041785 0.046803 0.051696 6.7626 6.4812 6.207 5.9398 5.6795
81 0.031096 0.036335 0.04144 0.046416 0.051269 6.5795 6.3062 6.0399 5.7802 5.5273
81.5 0.030841 0.036037 0.0411 0.046036 0.050849 6.4001 6.1348 5.8762 5.624 5.3782
82 0.03059 0.035743 0.040765 0.045661 0.050435 6.2244 5.967 5.7159 5.471 5.2323
82.5 0.030342 0.035455 0.040436 0.045292 0.050027 6.0523 5.8026 5.5589 5.3212 5.0894
83 0.030099 0.03517 0.040111 0.044928 0.049626 5.8838 5.6416 5.4053 5.1746 4.9497
83.5 0.029859 0.03489 0.039792 0.04457 0.049231 5.7188 5.4841 5.2549 5.0312 4.8129
84 0.029623 0.034614 0.039477 0.044218 0.048841 5.5573 5.3299 5.1077 4.8908 4.6791
84.5 0.029391 0.034342 0.039167 0.043871 0.048458 5.3992 5.179 4.9638 4.7535 4.5483
85 0.029162 0.034075 0.038862 0.043529 0.048081 5.2446 5.0314 4.823 4.6193 4.4203
85.5 0.028936 0.033812 0.038562 0.043193 0.047709 5.0933 4.887 4.6852 4.488 4.2952
86 0.028715 0.033553 0.038267 0.042862 0.047344 4.9453 4.7458 4.5506 4.3596 4.1729
86.5 0.028496 0.033297 0.037976 0.042536 0.046984 4.8006 4.6078 4.4189 4.2341 4.0534
87 0.028281 0.033046 0.037689 0.042215 0.046629 4.6591 4.4728 4.2903 4.1115 3.9366
87.5 0.02807 0.032799 0.037407 0.0419 0.046281 4.5208 4.341 4.1645 3.9917 3.8225
88 0.027862 0.032556 0.03713 0.041589 0.045937 4.3857 4.2121 4.0417 3.8746 3.711
88.5 0.027657 0.032316 0.036857 0.041283 0.045599 4.2537 4.0862 3.9217 3.7603 3.6022
89 0.027455 0.032081 0.036588 0.040982 0.045267 4.1247 3.9632 3.8045 3.6487 3.4959
89.5 0.027256 0.031849 0.036323 0.040685 0.044939 3.9987 3.8432 3.6901 3.5398 3.3922
90 0.027061 0.03162 0.036063 0.040394 0.044617 3.8758 3.726 3.5785 3.4334 3.291
90.5 0.026869 0.031396 0.035807 0.040107 0.044301 3.7557 3.6116 3.4695 3.3296 3.1922
91 0.02668 0.031175 0.035555 0.039825 0.043989 3.6386 3.5 3.3631 3.2284 3.0958
91.5 0.026494 0.030957 0.035307 0.039547 0.043682 3.5243 3.3911 3.2594 3.1296 3.0019
92 0.026311 0.030744 0.035063 0.039274 0.04338 3.4129 3.2849 3.1583 3.0333 2.9102
92.5 0.026131 0.030533 0.034823 0.039005 0.043083 3.3042 3.1813 3.0596 2.9394 2.8209
93 0.025953 0.030326 0.034587 0.038741 0.042791 3.1982 3.0804 2.9635 2.8479 2.7338
93.5 0.025779 0.030123 0.034355 0.03848 0.042504 3.095 2.982 2.8698 2.7588 2.649
94 0.025608 0.029922 0.034127 0.038225 0.042222 2.9944 2.8862 2.7786 2.6719 2.5663
94.5 0.025439 0.029726 0.033902 0.037973 0.041944 2.8964 2.7928 2.6897 2.5873 2.4858
95 0.025274 0.029532 0.033681 0.037726 0.041671 2.8009 2.7019 2.6031 2.5049 2.4075
95.5 0.025111 0.029342 0.033464 0.037483 0.041402 2.708 2.6134 2.5188 2.4247 2.3312
96 0.024951 0.029154 0.033251 0.037244 0.041138 2.6176 2.5273 2.4368 2.3466 2.2569
96.5 0.024793 0.028971 0.033041 0.037009 0.040878 2.5296 2.4435 2.357 2.2706 2.1846
97 0.024638 0.02879 0.032835 0.036778 0.040623 2.444 2.3619 2.2794 2.1967 2.1143
97.5 0.024486 0.028612 0.032632 0.036551 0.040373 2.3608 2.2827 2.2039 2.1249 2.046
98 0.024337 0.028437 0.032433 0.036328 0.040126 2.2799 2.2056 2.1305 2.055 1.9795
98.5 0.02419 0.028266 0.032237 0.036108 0.039884 2.2013 2.1307 2.0591 1.9871 1.9149
99 0.024046 0.028097 0.032045 0.035893 0.039646 2.1249 2.0579 1.9898 1.9211 1.8521
99.5 0.023904 0.027932 0.031856 0.035681 0.039412 2.0508 1.9872 1.9225 1.857 1.7911
100 0.023765 0.027769 0.03167 0.035474 0.039183 1.9787 1.9186 1.8571 1.7947 1.7318
100.5 0.023628 0.027609 0.031488 0.03527 0.038957 1.9088 1.8519 1.7936 1.7343 1.6743
101 0.023494 0.027452 0.031309 0.035069 0.038736 1.841 1.7873 1.732 1.6756 1.6184
101.5 0.023362 0.027298 0.031134 0.034872 0.038519 1.7752 1.7245 1.6722 1.6186 1.5642
102 0.023233 0.027147 0.030961 0.034679 0.038305 1.7114 1.6637 1.6142 1.5633 1.5115
102.5 0.023106 0.026999 0.030792 0.03449 0.038096 1.6496 1.6047 1.5579 1.5097 1.4605
103 0.022981 0.026853 0.030626 0.034304 0.03789 1.5896 1.5475 1.5034 1.4578 1.411
103.5 0.022859 0.02671 0.030463 0.034121 0.037689 1.5315 1.4921 1.4505 1.4074 1.363
104 0.022739 0.02657 0.030303 0.033942 0.037491 1.4753 1.4384 1.3993 1.3586 1.3165
104.5 0.022621 0.026432 0.030146 0.033766 0.037297 1.4209 1.3864 1.3497 1.3113 1.2714
105 0.022505 0.026297 0.029992 0.033594 0.037106 1.3682 1.3361 1.3017 1.2654 1.2277
105.5 0.022392 0.026165 0.029841 0.033425 0.03692 1.3172 1.2874 1.2552 1.2211 1.1854
106 0.022281 0.026035 0.029693 0.033259 0.036737 1.2679 1.2403 1.2102 1.1781 1.1445
106.5 0.022172 0.025908 0.029548 0.033097 0.036558 1.2203 1.1947 1.1667 1.1366 1.1048
107 0.022066 0.025784 0.029406 0.032938 0.036382 1.1742 1.1507 1.1246 1.0964 1.0665
107.5 0.021962 0.025662 0.029267 0.032782 0.03621 1.1297 1.1081 1.0838 1.0575 1.0293
108 0.021859 0.025542 0.029131 0.032629 0.036041 1.0867 1.0669 1.0445 1.0199 0.99344
108.5 0.021759 0.025425 0.028998 0.03248 0.035876 1.0452 1.0272 1.0065 0.98352 0.95873
109 0.021661 0.025311 0.028867 0.032334 0.035714 1.0052 0.98883 0.96975 0.94841 0.92518
109.5 0.021565 0.025199 0.028739 0.03219 0.035556 0.96654 0.95179 0.93428 0.91448 0.89276
110 0.021471 0.025089 0.028614 0.03205 0.035402 0.92927 0.91605 0.90005 0.88172 0.86144
110.5 0.021379 0.024982 0.028492 0.031913 0.03525 0.89334 0.88158 0.86701 0.85009 0.8312
111 0.02129 0.024877 0.028372 0.031779 0.035102 0.85872 0.84834 0.83514 0.81956 0.80199
111.5 0.021202 0.024774 0.028255 0.031648 0.034957 0.82536 0.8163 0.8044 0.79011 0.77381
112 0.021116 0.024674 0.028141 0.03152 0.034816 0.79323 0.78542 0.77476 0.76171 0.74661
112.5 0.021032 0.024576 0.028029 0.031395 0.034678 0.7623 0.75568 0.7462 0.73432 0.72038
113 0.02095 0.02448 0.02792 0.031273 0.034543 0.73254 0.72704 0.71869 0.70792 0.69509
113.5 0.020871 0.024387 0.027813 0.031154 0.034411 0.70391 0.69947 0.69219 0.68249 0.67071
114 0.020793 0.024296 0.02771 0.031037 0.034283 0.67638 0.67295 0.66668 0.65799 0.64721
114.5 0.020717 0.024207 0.027608 0.030924 0.034157 0.64991 0.64744 0.64213 0.6344 0.62458
115 0.020642 0.02412 0.027509 0.030813 0.034035 0.62449 0.62291 0.61851 0.61169 0.60279
115.5 0.02057 0.024036 0.027413 0.030705 0.033916 0.60007 0.59934 0.5958 0.58985 0.58182
116 0.0205 0.023954 0.027319 0.0306 0.0338 0.57662 0.57669 0.57397 0.56884 0.56163
116.5 0.020431 0.023874 0.027228 0.030498 0.033687 0.55412 0.55494 0.55299 0.54865 0.54222
117 0.020364 0.023796 0.027139 0.030398 0.033577 0.53254 0.53407 0.53284 0.52924 0.52356
117.5 0.0203 0.02372 0.027052 0.030301 0.03347 0.51185 0.51404 0.5135 0.51059 0.50563
118 0.020236 0.023646 0.026968 0.030207 0.033366 0.49203 0.49483 0.49494 0.4927 0.4884
118.5 0.020175 0.023574 0.026887 0.030116 0.033265 0.47303 0.47642 0.47714 0.47552 0.47186
119 0.020116 0.023505 0.026807 0.030027 0.033166 0.45485 0.45878 0.46007 0.45904 0.45599
119.5 0.020058 0.023438 0.026731 0.029941 0.033071 0.43746 0.44189 0.44372 0.44325 0.44076
120 0.020002 0.023372 0.026656 0.029857 0.032979 0.42082 0.42573 0.42806 0.42812 0.42617
120.5 0.019948 0.023309 0.026584 0.029776 0.03289 0.40492 0.41027 0.41307 0.41363 0.41219
121 0.019895 0.023247 0.026514 0.029698 0.032803 0.38973 0.3955 0.39874 0.39976 0.3988
121.5 0.019844 0.023188 0.026446 0.029622 0.032719 0.37524 0.38138 0.38504 0.3865 0.38599
122 0.019795 0.023131 0.026381 0.029549 0.032638 0.36141 0.36791 0.37195 0.37382 0.37375
122.5 0.019748 0.023075 0.026318 0.029478 0.03256 0.34823 0.35505 0.35946 0.36172 0.36205
123 0.019702 0.023022 0.026257 0.02941 0.032485 0.33568 0.34281 0.34755 0.35017 0.35088
123.5 0.019658 0.022971 0.026198 0.029344 0.032413 0.32374 0.33114 0.3362 0.33916 0.34023
124 0.019616 0.022921 0.026142 0.029281 0.032343 0.31238 0.32005 0.3254 0.32867 0.33007
124.5 0.019575 0.022874 0.026087 0.02922 0.032276 0.3016 0.3095 0.31512 0.31869 0.32041
125 0.019536 0.022828 0.026035 0.029162 0.032211 0.29137 0.29949 0.30536 0.30921 0.31122
125.5 0.019499 0.022784 0.025986 0.029106 0.03215 0.28167 0.28999 0.2961 0.30021 0.3025
126 0.019463 0.022742 0.025938 0.029053 0.032091 0.2725 0.281 0.28733 0.29167 0.29422
126.5 0.019429 0.022703 0.025892 0.029002 0.032034 0.26383 0.2725 0.27903 0.28359 0.28639
127 0.019396 0.022665 0.025849 0.028953 0.031981 0.25565 0.26448 0.27118 0.27596 0.27898
127.5 0.019365 0.022628 0.025808 0.028907 0.03193 0.24795 0.25691 0.26379 0.26876 0.27199
128 0.019336 0.022594 0.025768 0.028863 0.031881 0.24071 0.2498 0.25683 0.26198 0.26541
128.5 0.019308 0.022561 0.025731 0.028822 0.031835 0.23392 0.24312 0.2503 0.25562 0.25922
129 0.019282 0.022531 0.025696 0.028782 0.031792 0.22756 0.23688 0.24419 0.24965 0.25342
129.5 0.019257 0.022502 0.025664 0.028746 0.031751 0.22164 0.23104 0.23847 0.24408 0.24801
130 0.019234 0.022475 0.025633 0.028711 0.031713 0.21612 0.22562 0.23316 0.23889 0.24296
130.5 0.019213 0.02245 0.025604 0.028679 0.031678 0.21102 0.22059 0.22823 0.23408 0.23828
131 0.019193 0.022426 0.025577 0.028649 0.031645 0.20631 0.21595 0.22367 0.22963 0.23395
131.5 0.019174 0.022405 0.025553 0.028621 0.031614 0.20198 0.21168 0.21949 0.22555 0.22998
132 0.019157 0.022385 0.02553 0.028596 0.031586 0.19804 0.20779 0.21567 0.22182 0.22634
132.5 0.019142 0.022367 0.025509 0.028573 0.03156 0.19447 0.20427 0.21221 0.21843 0.22305
133 0.019128 0.02235 0.025491 0.028552 0.031537 0.19125 0.2011 0.2091 0.21539 0.22009
133.5 0.019115 0.022336 0.025474 0.028533 0.031517 0.1884 0.19828 0.20633 0.21268 0.21745
134 0.019104 0.022323 0.025459 0.028517 0.031499 0.1859 0.19581 0.20391 0.21031 0.21514
134.5 0.019095 0.022312 0.025447 0.028503 0.031483 0.18374 0.19368 0.20181 0.20826 0.21314
135 0.019087 0.022302 0.025436 0.028491 0.03147 0.18193 0.19188 0.20005 0.20654 0.21146
135.5 0.01908 0.022295 0.025427 0.028481 0.031459 0.18045 0.19042 0.19861 0.20513 0.21009
136 0.019075 0.022289 0.025421 0.028473 0.031451 0.1793 0.18929 0.1975 0.20404 0.20903
136.5 0.019071 0.022285 0.025416 0.028468 0.031445 0.17849 0.18849 0.19671 0.20327 0.20827
137 0.019069 0.022282 0.025413 0.028465 0.031441 0.178 0.188 0.19624 0.2028 0.20782
137.5 0.019068 0.022281 0.025412 0.028464 0.03144 0.17784 0.18784 0.19608 0.20265 0.20767
