r u1 u2 u3 u4 u5 v1 v2 v3 v4 v5
116.5 0.0031597 0.0036876 0.0042006 0.0046994 0.0051844 0.26965 0.24392 0.22065 0.1996 0.18053
117 0.0031262 0.0036485 0.0041561 0.0046495 0.0051294 0.25547 0.2311 0.20907 0.18913 0.17108
117.5 0.0030931 0.0036099 0.0041121 0.0046003 0.0050751 0.24199 0.21892 0.19806 0.17919 0.1621
118 0.0030604 0.0035716 0.0040685 0.0045516 0.0050214 0.22918 0.20735 0.18761 0.16975 0.15357
118.5 0.003028 0.0035339 0.0040255 0.0045034 0.0049682 0.21701 0.19635 0.17767 0.16078 0.14547
119 0.002996 0.0034965 0.0039829 0.0044558 0.0049157 0.20545 0.18591 0.16824 0.15226 0.13778
119.5 0.0029643 0.0034596 0.0039408 0.0044087 0.0048638 0.19448 0.17599 0.15929 0.14417 0.13048
120 0.002933 0.003423 0.0038992 0.0043622 0.0048124 0.18406 0.16658 0.15079 0.1365 0.12355
120.5 0.0029021 0.0033869 0.0038581 0.0043162 0.0047617 0.17417 0.15765 0.14272 0.12921 0.11698
121 0.0028715 0.0033512 0.0038174 0.0042707 0.0047115 0.16479 0.14918 0.13507 0.1223 0.11074
121.5 0.0028412 0.0033159 0.0037772 0.0042257 0.0046618 0.15589 0.14114 0.12781 0.11575 0.10482
122 0.0028113 0.003281 0.0037374 0.0041812 0.0046127 0.14745 0.13352 0.12093 0.10954 0.099212
122.5 0.0027817 0.0032465 0.0036981 0.0041372 0.0045642 0.13945 0.1263 0.11441 0.10364 0.093892
123 0.0027525 0.0032123 0.0036592 0.0040937 0.0045162 0.13187 0.11945 0.10822 0.098059 0.088848
123.5 0.0027236 0.0031786 0.0036208 0.0040507 0.0044688 0.12468 0.11296 0.10236 0.092765 0.084067
124 0.002695 0.0031452 0.0035828 0.0040081 0.0044218 0.11788 0.10681 0.096808 0.087749 0.079536
124.5 0.0026667 0.0031122 0.0035452 0.0039661 0.0043754 0.11143 0.10099 0.091546 0.082996 0.075242
125 0.0026387 0.0030796 0.003508 0.0039245 0.0043296 0.10532 0.095471 0.086562 0.078493 0.071174
125.5 0.0026111 0.0030473 0.0034712 0.0038834 0.0042842 0.099536 0.090247 0.081842 0.074228 0.06732
126 0.0025837 0.0030154 0.0034349 0.0038427 0.0042393 0.094061 0.085301 0.077372 0.070188 0.06367
126.5 0.0025567 0.0029838 0.0033989 0.0038025 0.0041949 0.088879 0.080618 0.07314 0.066363 0.060213
127 0.0025299 0.0029526 0.0033634 0.0037627 0.0041511 0.083974 0.076186 0.069134 0.062742 0.056939
127.5 0.0025035 0.0029217 0.0033282 0.0037234 0.0041077 0.079334 0.071991 0.065343 0.059314 0.053839
128 0.0024773 0.0028912 0.0032934 0.0036845 0.0040648 0.074943 0.068022 0.061754 0.056069 0.050905
128.5 0.0024515 0.002861 0.003259 0.003646 0.0040223 0.07079 0.064267 0.058358 0.052997 0.048127
129 0.0024259 0.0028312 0.003225 0.0036079 0.0039803 0.066861 0.060715 0.055145 0.050091 0.045498
129.5 0.0024006 0.0028016 0.0031914 0.0035703 0.0039388 0.063146 0.057355 0.052106 0.047341 0.04301
130 0.0023756 0.0027725 0.0031581 0.0035331 0.0038978 0.059633 0.054177 0.04923 0.044739 0.040655
130.5 0.0023508 0.0027436 0.0031253 0.0034963 0.0038572 0.056312 0.051172 0.046511 0.042277 0.038427
131 0.0023264 0.002715 0.0030927 0.0034599 0.003817 0.053172 0.048331 0.043939 0.039949 0.036319
131.5 0.0023022 0.0026868 0.0030606 0.0034239 0.0037773 0.050204 0.045645 0.041507 0.037746 0.034324
132 0.0022782 0.0026588 0.0030287 0.0033883 0.0037381 0.047399 0.043105 0.039207 0.035663 0.032437
132.5 0.0022546 0.0026312 0.0029973 0.0033531 0.0036992 0.044748 0.040704 0.037032 0.033693 0.030653
133 0.0022312 0.0026039 0.0029661 0.0033183 0.0036608 0.042243 0.038435 0.034977 0.031831 0.028965
